3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0
3007,2
3008,0
3009,0
3010,0
3011,0
3012,0
3013,0
3014,0
3015,0
3016,0
3017,0
3018,0
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,1
3026,0
3027,0
3028,1
3029,0
3030,0
3031,0
3032,0
3033,0
3034,1
3035,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3043,1
3044,1
3045,0
3046,0
3047,1
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,1
3055,0
3056,0
3057,0
3058,0
3059,0
3060,1
3061,0
3062,0
3063,0
3064,1
3065,0
3066,0
3067,0
3068,0
3069,0
3070,0
3071,0
3072,1
3073,0
3074,0
3075,1
3076,0
3077,0
3078,0
3079,0
3080,0
3081,0
3082,0
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,0
3094,0
3095,1
3096,0
3097,0
3098,0
3099,0
3100,0
3101,1
3102,0
3103,0
3104,0
3105,0
3106,0
3107,0
3108,1
3109,1
3110,0
3111,0
3112,0
3113,0
3114,0
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,0
3130,0
3131,0
3132,0
3133,0
3134,0
3135,0
3136,0
3137,0
3138,0
3139,0
3140,0
3141,1
3142,0
3143,0
3144,0
3145,0
3146,1
3147,0
3148,0
3149,0
3150,0
3151,1
3152,0
3153,0
3154,0
3155,0
3156,0
3157,0
3158,0
3159,1
3160,0
3161,0
3162,1
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0
3169,1
3170,0
3171,0
3172,0
3173,0
3174,0
3175,0
3176,1
3177,0
3178,0
3179,0
3180,0
3181,0
3182,0
3183,1
3184,0
3185,0
3186,0
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,0
3208,0
3209,0
3210,0
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,1
3219,0
3220,1
3221,0
3222,0
3223,1
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,1
3231,0
3232,0
3233,0
3234,0
3235,0
3236,0
3237,0
3238,0
3239,1
3240,0
3241,0
3242,0
3243,1
3244,0
3245,1
3246,1
3247,0
3248,0
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,0
3259,0
3260,0
3261,1
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0
3271,0
3272,0
3273,1
3274,0
3275,1
3276,0
3277,0
3278,0
3279,1
3280,0
3281,1
3282,1
3283,0
3284,0
3285,0
3286,0
3287,1
3288,0
3289,0
3290,0
3291,0
3292,0
3293,0
3294,0
3295,0
3296,0
3297,0
3298,0
3299,0
3300,0
3301,0
3302,0
3303,0
3304,0
3305,0
3306,0
3307,0
3308,0
3309,0
3310,0
3311,1
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,0
3320,0
3321,0
3322,0
3323,0
3324,0
3325,0
3326,0
3327,0
3328,0
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,1
3342,0
3343,0
3344,1
3345,1
3346,0
3347,0
3348,1
3349,0
3350,0
3351,0
3352,0
3353,0
3354,1
3355,0
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,1
3365,0
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,1
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,1
3392,0
3393,0
3394,0
3395,0
3396,0
3397,0
3398,0
3399,0
3400,0
3401,0
3402,0
3403,0
3404,0
3405,0
3406,0
3407,1
3408,0
3409,1
3410,0
3411,0
3412,0
3413,0
3414,1
3415,0
3416,0
3417,0
3418,1
3419,0
3420,1
3421,0
3422,0
3423,0
3424,0
3425,0
3426,0
3427,0
3428,1
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,1
3436,0
3437,0
3438,0
3439,1
3440,0
3441,1
3442,0
3443,0
3444,0
3445,1
3446,0
3447,0
3448,0
3449,0
3450,0
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,1
3460,1
3461,0
3462,0
3463,0
3464,0
3465,0
3466,0
3467,0
3468,0
3469,0
3470,0
3471,0
3472,0
3473,0
3474,0
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0
3487,0
3488,0
3489,0
3490,1
3491,0
3492,0
3493,0
3494,0
3495,0
3496,2
3497,0
3498,0
3499,1
3500,0
3501,1
3502,0
3503,0
3504,0
3505,0
3506,1
3507,0
3508,0
3509,0
3510,0
3511,1
3512,0
3513,1
3514,0
3515,1
3516,0
3517,0
3518,0
3519,0
3520,0
3521,1
3522,0
3523,0
3524,0
3525,1
3526,0
3527,0
3528,0
3529,0
3530,1
3531,0
3532,0
3533,1
3534,1
3535,0
3536,0
3537,1
3538,0
3539,1
3540,0
3541,0
3542,0
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,0
3550,0
3551,0
3552,0
3553,1
3554,0
3555,1
3556,0
3557,1
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,1
3566,0
3567,2
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,1
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,1
3587,0
3588,0
3589,0
3590,0
3591,1
3592,0
3593,0
3594,0
3595,0
3596,1
3597,0
3598,2
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0
3607,0
3608,0
3609,0
3610,0
3611,0
3612,0
3613,0
3614,0
3615,0
3616,0
3617,0
3618,0
3619,0
3620,0
3621,0
3622,0
3623,0
3624,1
3625,0
3626,0
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3633,0
3634,0
3635,1
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,1
3652,0
3653,1
3654,0
3655,0
3656,0
3657,1
3658,1
3659,0
3660,0
3661,0
3662,0
3663,1
3664,0
3665,0
3666,0
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,0
3683,0
3684,0
3685,1
3686,1
3687,0
3688,0
3689,0
3690,0
3691,0
3692,0
3693,1
3694,0
3695,0
3696,0
3697,1
3698,0
3699,0
3700,0
3701,0
3702,0
3703,1
3704,0
3705,1
3706,0
3707,1
3708,0
3709,1
3710,0
3711,0
3712,1
3713,1
3714,0
3715,0
3716,0
3717,0
3718,0
3719,0
3720,0
3721,1
3722,1
3723,0
3724,0
3725,0
3726,1
3727,1
3728,2
3729,0
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,1
3737,1
3738,0
3739,1
3740,1
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,1
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,1
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,2
3768,0
3769,0
3770,1
3771,0
3772,0
3773,1
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,1
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,1
3788,1
3789,0
3790,1
3791,0
3792,1
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0
3799,1
3800,0
3801,1
3802,0
3803,0
3804,2
3805,1
3806,0
3807,1
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,1
3819,0
3820,1
3821,1
3822,0
3823,1
3824,1
3825,0
3826,0
3827,1
3828,0
3829,0
3830,0
3831,1
3832,0
3833,0
3834,0
3835,0
3836,1
3837,1
3838,1
3839,0
3840,1
3841,1
3842,0
3843,1
3844,0
3845,1
3846,1
3847,0
3848,1
3849,0
3850,0
3851,1
3852,0
3853,0
3854,0
3855,0
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,1
3868,0
3869,0
3870,0
3871,0
3872,1
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,0
3888,1
3889,1
3890,0
3891,1
3892,0
3893,1
3894,0
3895,0
3896,0
3897,0
3898,0
3899,0
3900,0
3901,0
3902,1
3903,0
3904,0
3905,1
3906,1
3907,0
3908,1
3909,0
3910,1
3911,0
3912,1
3913,0
3914,0
3915,0
3916,1
3917,0
3918,0
3919,1
3920,1
3921,0
3922,0
3923,1
3924,0
3925,0
3926,0
3927,0
3928,1
3929,1
3930,0
3931,2
3932,1
3933,1
3934,1
3935,0
3936,1
3937,1
3938,0
3939,0
3940,0
3941,1
3942,0
3943,0
3944,0
3945,0
3946,0
3947,0
3948,0
3949,0
3950,1
3951,1
3952,1
3953,0
3954,0
3955,0
3956,0
3957,0
3958,0
3959,1
3960,0
3961,0
3962,0
3963,1
3964,0
3965,1
3966,0
3967,0
3968,0
3969,0
3970,0
3971,1
3972,1
3973,0
3974,0
3975,0
3976,0
3977,0
3978,1
3979,1
3980,0
3981,0
3982,0
3983,1
3984,0
3985,1
3986,1
3987,0
3988,0
3989,0
3990,0
3991,0
3992,0
3993,1
3994,0
3995,0
3996,0
3997,0
3998,0
3999,0
4000,1
4001,1
4002,0
4003,1
4004,0
4005,1
4006,1
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0
4015,0
4016,0
4017,0
4018,0
4019,1
4020,0
4021,2
4022,0
4023,0
4024,0
4025,0
4026,0
4027,0
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,1
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4045,0
4046,0
4047,1
4048,0
4049,0
4050,0
4051,0
4052,0
4053,1
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,0
4062,0
4063,0
4064,0
4065,0
4066,0
4067,0
4068,0
4069,0
4070,0
4071,0
4072,0
4073,0
4074,0
4075,0
4076,2
4077,0
4078,0
4079,0
4080,0
4081,0
4082,1
4083,0
4084,0
4085,0
4086,0
4087,0
4088,1
4089,0
4090,0
4091,0
4092,0
4093,0
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,0
4101,0
4102,0
4103,1
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,0
4113,0
4114,0
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,1
4124,1
4125,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0
4135,0
4136,0
4137,0
4138,0
4139,1
4140,0
4141,0
4142,0
4143,1
4144,1
4145,0
4146,0
4147,0
4148,1
4149,1
4150,1
4151,0
4152,0
4153,0
4154,0
4155,1
4156,0
4157,0
4158,0
4159,0
4160,1
4161,0
4162,0
4163,0
4164,0
4165,0
4166,0
4167,0
4168,0
4169,0
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,1
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,1
4187,0
4188,0
4189,0
4190,0
4191,0
4192,0
4193,0
4194,0
4195,1
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,1
4204,0
4205,0
4206,0
4207,0
4208,0
4209,0
4210,0
4211,0
4212,0
4213,0
4214,0
4215,1
4216,0
4217,0
4218,0
4219,1
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,1
4229,0
4230,1
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,0
4240,0
4241,0
4242,0
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,1
4254,0
4255,0
4256,0
4257,0
4258,1
4259,0
4260,1
4261,1
4262,0
4263,1
4264,0
4265,0
4266,1
4267,0
4268,1
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,1
4277,0
4278,0
4279,0
4280,1
4281,0
4282,0
4283,0
4284,0
4285,0
4286,0
4287,0
4288,0
4289,0
4290,1
4291,0
4292,1
4293,0
4294,0
4295,1
4296,0
4297,1
4298,0
4299,0
4300,0
4301,0
4302,0
4303,1
4304,0
4305,0
4306,0
4307,0
4308,0
4309,0
4310,2
4311,0
4312,0
4313,0
4314,0
4315,0
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,1
4324,0
4325,1
4326,1
4327,1
4328,0
4329,0
4330,0
4331,1
4332,0
4333,0
4334,0
4335,0
4336,1
4337,0
4338,0
4339,0
4340,0
4341,0
4342,0
4343,1
4344,1
4345,0
4346,1
4347,0
4348,0
4349,1
4350,0
4351,0
4352,1
4353,2
4354,1
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,1
4363,0
4364,0
4365,1
4366,1
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,1
4375,0
4376,2
4377,0
4378,0
4379,0
4380,0
4381,1
4382,1
4383,1
4384,0
4385,0
4386,0
4387,0
4388,0
4389,0
4390,1
4391,0
4392,1
4393,0
4394,0
4395,1
4396,0
4397,0
4398,0
4399,1
4400,1
4401,0
4402,2
4403,1
4404,1
4405,0
4406,0
4407,1
4408,0
4409,0
4410,0
4411,0
4412,0
4413,0
4414,0
4415,0
4416,1
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,1
4430,0
4431,0
4432,0
4433,0
4434,0
4435,0
4436,1
4437,0
4438,1
4439,0
4440,0
4441,0
4442,0
4443,1
4444,2
4445,0
4446,2
4447,0
4448,0
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,0
4456,0
4457,0
4458,0
4459,0
4460,0
4461,1
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,0
4475,0
4476,1
4477,0
4478,0
4479,0
4480,1
4481,0
4482,1
4483,0
4484,0
4485,0
4486,1
4487,2
4488,0
4489,0
4490,0
4491,0
4492,1
4493,1
4494,0
4495,1
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,1
4508,0
4509,0
4510,0
4511,1
4512,1
4513,1
4514,0
4515,1
4516,0
4517,0
4518,0
4519,0
4520,0
4521,0
4522,1
4523,1
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,1
4531,1
4532,0
4533,0
4534,1
4535,0
4536,0
4537,0
4538,0
4539,0
4540,2
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,0
4549,1
4550,2
4551,0
4552,0
4553,1
4554,0
4555,0
4556,0
4557,0
4558,0
4559,1
4560,0
4561,0
4562,0
4563,1
4564,1
4565,0
4566,1
4567,1
4568,0
4569,1
4570,0
4571,1
4572,0
4573,1
4574,1
4575,0
4576,1
4577,0
4578,0
4579,0
4580,0
4581,0
4582,1
4583,1
4584,1
4585,0
4586,1
4587,1
4588,0
4589,0
4590,0
4591,1
4592,0
4593,1
4594,0
4595,0
4596,0
4597,0
4598,1
4599,0
4600,1
4601,0
4602,0
4603,0
4604,0
4605,0
4606,0
4607,0
4608,0
4609,0
4610,0
4611,0
4612,0
4613,1
4614,0
4615,1
4616,1
4617,0
4618,0
4619,0
4620,0
4621,1
4622,0
4623,0
4624,0
4625,1
4626,1
4627,0
4628,1
4629,0
4630,0
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,1
4644,0
4645,0
4646,1
4647,0
4648,0
4649,1
4650,0
4651,0
4652,0
4653,0
4654,1
4655,1
4656,0
4657,0
4658,0
4659,0
4660,1
4661,1
4662,1
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0
4669,0
4670,0
4671,0
4672,0
4673,0
4674,0
4675,1
4676,1
4677,0
4678,1
4679,1
4680,0
4681,0
4682,1
4683,0
4684,1
4685,0
4686,0
4687,0
4688,1
4689,0
4690,0
4691,0
4692,0
4693,1
4694,1
4695,0
4696,0
4697,0
4698,0
4699,0
4700,0
4701,0
4702,0
4703,1
4704,0
4705,1
4706,1
4707,0
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0
4717,1
4718,1
4719,0
4720,1
4721,0
4722,1
4723,0
4724,0
4725,0
4726,0
4727,0
4728,0
4729,1
4730,1
4731,0
4732,0
4733,1
4734,0
4735,1
4736,0
4737,0
4738,0
4739,0
4740,0
4741,0
4742,0
4743,0
4744,1
4745,0
4746,0
4747,0
4748,0
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,1
4757,0
4758,0
4759,0
4760,0
4761,1
4762,1
4763,0
4764,0
4765,0
4766,0
4767,1
4768,0
4769,1
4770,0
4771,1
4772,1
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,1
4781,1
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,1
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,1
4804,0
4805,0
4806,0
4807,1
4808,0
4809,0
4810,0
4811,1
4812,0
4813,1
4814,0
4815,1
4816,1
4817,0
4818,0
4819,1
4820,0
4821,0
4822,0
4823,0
4824,1
4825,1
4826,1
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4833,1
4834,0
4835,0
4836,0
4837,0
4838,0
4839,1
4840,0
4841,1
4842,0
4843,0
4844,1
4845,0
4846,0
4847,0
4848,0
4849,1
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,2
4857,1
4858,1
4859,1
4860,0
4861,0
4862,0
4863,1
4864,0
4865,0
4866,1
4867,0
4868,0
4869,0
4870,1
4871,2
4872,0
4873,1
4874,0
4875,0
4876,0
4877,0
4878,1
4879,2
4880,1
4881,0
4882,0
4883,1
4884,0
4885,1
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,1
4893,0
4894,0
4895,1
4896,0
4897,0
4898,1
4899,1
4900,0
4901,0
4902,1
4903,0
4904,0
4905,0
4906,1
4907,0
4908,0
4909,1
4910,1
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,1
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,1
4929,0
4930,0
4931,0
4932,0
4933,1
4934,0
4935,1
4936,0
4937,0
4938,0
4939,0
4940,1
4941,1
4942,0
4943,0
4944,0
4945,1
4946,1
4947,1
4948,0
4949,0
4950,0
4951,1
4952,0
4953,0
4954,0
4955,1
4956,0
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,2
4964,0
4965,1
4966,0
4967,0
4968,1
4969,1
4970,0
4971,0
4972,0
4973,0
4974,1
4975,0
4976,0
4977,0
4978,1
4979,1
4980,0
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,0
4991,1
4992,0
4993,0
4994,0
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,1
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,0
5015,0
5016,1
5017,0
5018,0
5019,1
5020,0
5021,1
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,1
5029,0
5030,1
5031,0
5032,0
5033,2
5034,0
5035,0
5036,0
5037,0
5038,0
5039,1
5040,0
5041,0
5042,1
5043,0
5044,0
5045,0
5046,0
5047,1
5048,1
5049,0
5050,0
5051,0
5052,0
5053,1
5054,0
5055,0
5056,0
5057,0
5058,0
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,0
5067,0
5068,0
5069,0
5070,1
5071,0
5072,1
5073,0
5074,0
5075,0
5076,0
5077,0
5078,0
5079,0
5080,0
5081,0
5082,2
5083,0
5084,0
5085,0
5086,1
5087,1
5088,0
5089,0
5090,1
5091,0
5092,1
5093,0
5094,0
5095,1
5096,0
5097,1
5098,0
5099,0
5100,1
5101,0
5102,0
5103,1
5104,0
5105,0
5106,1
5107,0
5108,1
5109,2
5110,0
5111,1
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,0
5119,1
5120,1
5121,0
5122,1
5123,0
5124,1
5125,0
5126,0
5127,0
5128,1
5129,0
5130,0
5131,0
5132,0
5133,1
5134,0
5135,0
5136,0
5137,1
5138,1
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,0
5148,0
5149,0
5150,0
5151,0
5152,1
5153,0
5154,0
5155,0
5156,0
5157,1
5158,0
5159,0
5160,0
5161,0
5162,0
5163,0
5164,1
5165,1
5166,0
5167,0
5168,0
5169,0
5170,0
5171,1
5172,0
5173,0
5174,0
5175,0
5176,0
5177,0
5178,0
5179,1
5180,0
5181,0
5182,0
5183,0
5184,1
5185,0
5186,1
5187,0
5188,0
5189,0
5190,0
5191,1
5192,0
5193,0
5194,0
5195,0
5196,0
5197,0
5198,1
5199,0
5200,0
5201,0
5202,1
5203,1
5204,0
5205,0
5206,0
5207,1
5208,0
5209,1
5210,0
5211,1
5212,1
5213,0
5214,1
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0
5221,0
5222,0
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,0
5250,1
5251,0
5252,0
5253,0
5254,1
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,1
5267,0
5268,0
5269,0
5270,1
5271,0
5272,0
5273,0
5274,1
5275,0
5276,1
5277,0
5278,0
5279,0
5280,0
5281,1
5282,1
5283,0
5284,0
5285,0
5286,0
5287,1
5288,1
5289,1
5290,0
5291,0
5292,0
5293,0
5294,0
5295,0
5296,1
5297,0
5298,0
5299,0
5300,0
5301,0
5302,1
5303,0
5304,0
5305,1
5306,0
5307,0
5308,0
5309,1
5310,0
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,0
5318,0
5319,1
5320,1
5321,0
5322,1
5323,0
5324,0
5325,0
5326,1
5327,0
5328,1
5329,0
5330,1
5331,1
5332,0
5333,0
5334,0
5335,1
5336,0
5337,1
5338,0
5339,1
5340,0
5341,1
5342,0
5343,0
5344,0
5345,0
5346,0
5347,1
5348,1
5349,0
5350,0
5351,1
5352,1
5353,0
5354,1
5355,0
5356,0
5357,0
5358,0
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5365,0
5366,0
5367,0
5368,1
5369,1
5370,0
5371,0
5372,0
5373,0
5374,1
5375,0
5376,0
5377,0
5378,0
5379,0
5380,0
5381,0
5382,0
5383,0
5384,0
5385,0
5386,1
5387,0
5388,0
5389,0
5390,0
5391,1
5392,0
5393,0
5394,0
5395,0
5396,0
5397,0
5398,1
5399,0
5400,1
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,2
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,0
5416,0
5417,0
5418,0
5419,0
5420,0
5421,0
5422,0
5423,0
5424,0
5425,0
5426,0
5427,0
5428,1
5429,0
5430,0
5431,0
5432,0
5433,0
5434,0
5435,0
5436,1
5437,0
5438,0
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,2
5446,0
5447,0
5448,0
5449,0
5450,0
5451,1
5452,0
5453,1
5454,0
5455,0
5456,1
5457,0
5458,1
5459,1
5460,0
5461,0
5462,0
5463,0
5464,0
5465,0
5466,0
5467,0
5468,1
5469,0
5470,0
5471,0
5472,0
5473,1
5474,0
5475,0
5476,0
5477,0
5478,0
5479,0
5480,0
5481,0
5482,2
5483,1
5484,0
5485,0
5486,0
5487,0
5488,0
5489,0
5490,1
5491,1
5492,1
5493,0
5494,0
5495,1
5496,0
5497,1
5498,1
5499,1
5500,0
5501,1
5502,0
5503,0
5504,0
5505,2
5506,0
5507,0
5508,0
5509,0
5510,0
5511,0
5512,1
5513,1
5514,2
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5527,0
5528,2
5529,0
5530,0
5531,0
5532,1
5533,0
5534,1
5535,2
5536,0
5537,0
5538,1
5539,0
5540,0
5541,0
5542,0
5543,0
5544,0
5545,0
5546,0
5547,0
5548,0
5549,1
5550,0
5551,0
5552,0
5553,0
5554,0
5555,0
5556,0
5557,0
5558,0
5559,0
5560,0
5561,0
5562,0
5563,0
5564,0
5565,0
5566,1
5567,0
5568,0
5569,0
5570,0
5571,1
5572,1
5573,0
5574,1
5575,0
5576,0
5577,1
5578,0
5579,0
5580,0
5581,2
5582,2
5583,0
5584,0
5585,0
5586,0
5587,0
5588,0
5589,0
5590,1
5591,0
5592,0
5593,0
5594,0
5595,0
5596,0
5597,0
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,0
5605,0
5606,0
5607,1
5608,0
5609,2
5610,1
5611,1
5612,0
5613,0
5614,0
5615,0
5616,0
5617,0
5618,1
5619,0
5620,0
5621,0
5622,0
5623,0
5624,1
5625,0
5626,0
5627,0
5628,1
5629,0
5630,0
5631,0
5632,0
5633,0
5634,0
5635,0
5636,1
5637,1
5638,1
5639,0
5640,0
5641,0
5642,0
5643,0
5644,0
5645,1
5646,0
5647,1
5648,0
5649,1
5650,0
5651,0
5652,0
5653,0
5654,0
5655,1
5656,0
5657,0
5658,0
5659,0
5660,0
5661,1
5662,0
5663,0
5664,1
5665,0
5666,0
5667,1
5668,0
5669,0
5670,0
5671,1
5672,0
5673,0
5674,0
5675,0
5676,0
5677,1
5678,0
5679,0
5680,0
5681,1
5682,0
5683,1
5684,0
5685,1
5686,0
5687,0
5688,0
5689,1
5690,0
5691,0
5692,0
5693,0
5694,0
5695,0
5696,1
5697,1
5698,0
5699,0
5700,0
5701,0
5702,0
5703,0
5704,1
5705,1
5706,0
5707,0
5708,0
5709,0
5710,1
5711,1
5712,0
5713,0
5714,0
5715,0
5716,1
5717,0
5718,0
5719,0
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,1
5727,0
5728,0
5729,0
5730,0
5731,2
5732,0
5733,1
5734,0
5735,0
5736,0
5737,0
5738,0
5739,0
5740,0
5741,0
5742,0
5743,0
5744,0
5745,0
5746,0
5747,1
5748,1
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,2
5758,2
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
